make,model,year,engine_size,mileage,fuel_type,transmission,price,source
Audi,Model E,2001,1.7,114358.0,Electric,Automatic,22213.956579228838,huggingface
Ford,Model B,2014,4.1,154514.0,Petrol,Manual,27798.705490808185,huggingface
Ford,Model A,2004,2.6,23700.0,Diesel,Manual,20580.81923987454,huggingface
Bmw,Model A,2011,4.3,103932.0,Diesel,Manual,30337.26727720165,huggingface
Ford,Model A,2012,2.4,27763.0,Petrol,Manual,27487.66293034199,huggingface
Toyota,Model B,2016,1.6,178628.0,Petrol,Manual,23124.42745264179,huggingface
Audi,Model B,2003,2.9,198975.0,Electric,Automatic,16329.32592558009,huggingface
Honda,Model D,2009,3.1,135937.0,Petrol,Automatic,22192.926352404276,huggingface
Ford,Model E,2000,3.2,172914.0,Petrol,Automatic,16246.738505512294,huggingface
Toyota,Model E,2010,2.4,170999.0,Petrol,Automatic,17907.356286316488,huggingface
Honda,Model D,2015,1.2,49602.0,Petrol,Manual,25538.39076322605,huggingface
Audi,Model D,2010,3.2,121727.0,Diesel,Manual,21729.07948031491,huggingface
Honda,Model A,2008,4.3,162148.0,Diesel,Manual,22548.475602994564,huggingface
Toyota,Model D,2001,4.4,19734.0,Diesel,Manual,27703.4257989516,huggingface
Honda,Model B,2006,3.1,2829.0,Petrol,Automatic,30174.03010375961,huggingface
Bmw,Model C,2018,1.1,1915.0,Electric,Manual,33077.35404266698,huggingface
Honda,Model B,2017,1.4,39980.0,Electric,Manual,28276.091265927236,huggingface
Ford,Model D,2019,3.9,9440.0,Electric,Manual,33576.161849436176,huggingface
Ford,Model E,2006,3.9,135891.0,Electric,Manual,22902.03967280861,huggingface
Bmw,Model B,2008,4.3,73415.0,Diesel,Automatic,27605.608853831334,huggingface
Toyota,Model E,2011,3.0,90352.0,Electric,Manual,28617.842894219237,huggingface
Ford,Model B,2002,4.0,32225.0,Diesel,Automatic,28139.633334566475,huggingface
Audi,Model E,2021,3.9,141406.0,Electric,Automatic,30694.99271354817,huggingface
Ford,Model B,2015,3.1,106860.0,Electric,Manual,30398.40788137879,huggingface
Ford,Model E,2006,3.7,95367.0,Diesel,Automatic,23619.30248393393,huggingface
Toyota,Model C,2004,1.4,69656.0,Diesel,Automatic,21570.95859946778,huggingface
Honda,Model A,2006,3.2,104780.0,Electric,Manual,22151.225876474105,huggingface
Ford,Model B,2018,4.3,2961.0,Petrol,Manual,35508.85981341355,huggingface
Bmw,Model C,2016,1.6,78385.0,Electric,Automatic,22144.415195809717,huggingface
Honda,Model A,2015,3.6,32545.0,Electric,Manual,32274.55022451178,huggingface
Audi,Model B,2020,2.1,51569.0,Electric,Manual,30879.88366580229,huggingface
Toyota,Model C,2020,3.9,132688.0,Diesel,Automatic,29891.6100120838,huggingface
Audi,Model C,2018,3.4,123915.0,Electric,Automatic,29512.37462289789,huggingface
Honda,Model C,2017,4.2,74447.0,Petrol,Automatic,34176.718907302675,huggingface
Honda,Model D,2018,3.5,184906.0,Electric,Manual,25719.55664078192,huggingface
Honda,Model E,2003,2.4,25549.0,Petrol,Automatic,25229.43255981825,huggingface
Audi,Model A,2000,1.0,72361.0,Petrol,Manual,18129.23762114063,huggingface
Honda,Model E,2003,3.8,18230.0,Petrol,Automatic,29341.258189946864,huggingface
Audi,Model E,2003,2.4,50618.0,Electric,Automatic,23835.39612250645,huggingface
Honda,Model E,2008,3.3,114676.0,Diesel,Automatic,27511.312065742677,huggingface
Bmw,Model C,2007,1.4,8882.0,Diesel,Automatic,25385.81899869851,huggingface
Honda,Model E,2001,4.1,81844.0,Electric,Manual,21733.144744543217,huggingface
Audi,Model D,2005,2.5,117200.0,Electric,Automatic,23163.58733062868,huggingface
Ford,Model B,2010,4.2,175880.0,Petrol,Manual,24888.876713740498,huggingface
Honda,Model C,2003,3.5,115933.0,Electric,Manual,22653.94230627848,huggingface
Ford,Model A,2013,1.4,22500.0,Diesel,Manual,24089.188167139087,huggingface
Bmw,Model B,2020,3.0,81410.0,Electric,Automatic,33907.14681310502,huggingface
Toyota,Model B,2021,4.2,140405.0,Electric,Manual,32882.89648658098,huggingface
Bmw,Model B,2008,3.8,53383.0,Electric,Manual,28558.92132978566,huggingface
Honda,Model E,2001,2.5,66513.0,Petrol,Automatic,15480.51129822106,huggingface
Ford,Model E,2000,4.3,157882.0,Electric,Automatic,19029.377094131716,huggingface
Ford,Model C,2003,1.9,156189.0,Electric,Automatic,20315.80845219673,huggingface
Audi,Model E,2011,2.3,72258.0,Electric,Automatic,26441.122933142287,huggingface
Ford,Model E,2004,3.6,13217.0,Diesel,Manual,25119.181481422263,huggingface
Audi,Model E,2008,1.8,172842.0,Petrol,Automatic,16843.370883436946,huggingface
Toyota,Model C,2021,2.8,86427.0,Petrol,Automatic,29981.5618925483,huggingface
Honda,Model C,2003,3.6,45272.0,Diesel,Automatic,27694.847332368045,huggingface
Audi,Model D,2015,3.3,83053.0,Petrol,Automatic,25929.423434380813,huggingface
Toyota,Model D,2001,1.5,61724.0,Diesel,Automatic,21528.00634278322,huggingface
Ford,Model D,2015,3.2,146290.0,Petrol,Manual,27164.89343969097,huggingface
Ford,Model D,2015,3.0,37633.0,Petrol,Manual,35102.88489963631,huggingface
Toyota,Model B,2020,3.0,41528.0,Petrol,Automatic,33989.40168483695,huggingface
Ford,Model B,2021,3.9,183224.0,Electric,Automatic,25660.28115556368,huggingface
Toyota,Model D,2010,1.6,9513.0,Petrol,Manual,26628.276446031035,huggingface
Audi,Model D,2000,3.6,171506.0,Electric,Automatic,15641.795387675886,huggingface
Audi,Model A,2014,3.7,174776.0,Electric,Manual,25439.00930913165,huggingface
Toyota,Model B,2003,3.5,72901.0,Electric,Manual,27340.75744743403,huggingface
Audi,Model A,2017,2.8,60922.0,Diesel,Manual,28337.799738718957,huggingface
Audi,Model A,2016,2.4,104936.0,Petrol,Manual,28416.322308221657,huggingface
Audi,Model E,2006,2.4,100071.0,Petrol,Automatic,20558.200610529144,huggingface
Bmw,Model C,2017,3.6,100378.0,Petrol,Automatic,26579.545708553615,huggingface
Honda,Model B,2012,2.7,50293.0,Electric,Automatic,31082.7020552787,huggingface
Ford,Model D,2019,2.2,99381.0,Petrol,Automatic,28396.356904105975,huggingface
Bmw,Model D,2019,3.2,55272.0,Electric,Automatic,33119.2715323448,huggingface
Audi,Model C,2009,3.9,8670.0,Electric,Manual,32589.913956065287,huggingface
Toyota,Model B,2000,1.2,27809.0,Electric,Manual,16608.04561229219,huggingface
Audi,Model D,2001,4.4,18069.0,Electric,Automatic,26865.178439309297,huggingface
Honda,Model D,2016,1.3,95447.0,Petrol,Manual,21542.32315100194,huggingface
Audi,Model E,2021,2.8,118179.0,Electric,Manual,28144.32037678686,huggingface
Toyota,Model A,2002,3.0,99675.0,Diesel,Manual,23314.804450619107,huggingface
Honda,Model D,2016,1.5,136531.0,Diesel,Manual,24072.50068232632,huggingface
Audi,Model B,2011,4.2,159548.0,Diesel,Automatic,23688.39834332629,huggingface
Honda,Model C,2011,2.7,62289.0,Electric,Automatic,26834.97872884611,huggingface
Ford,Model E,2019,1.5,27177.0,Petrol,Manual,29850.25961305623,huggingface
Ford,Model B,2009,3.5,3423.0,Petrol,Manual,30950.67161752896,huggingface
Audi,Model E,2006,3.3,61001.0,Electric,Automatic,24299.21353425621,huggingface
Honda,Model A,2009,4.4,151432.0,Electric,Automatic,24483.287182209475,huggingface
Toyota,Model D,2017,2.5,198006.0,Electric,Automatic,22902.238798916176,huggingface
Audi,Model B,2021,1.9,161304.0,Diesel,Automatic,26086.385530254265,huggingface
Ford,Model C,2005,1.2,44940.0,Electric,Manual,22091.87452460704,huggingface
Ford,Model A,2006,3.6,136433.0,Electric,Manual,19102.174460646034,huggingface
Audi,Model A,2016,3.2,1401.0,Petrol,Manual,30810.032799654724,huggingface
Honda,Model E,2011,4.4,66948.0,Petrol,Automatic,31200.575539732792,huggingface
Ford,Model A,2016,3.5,22814.0,Diesel,Manual,32350.74318330884,huggingface
Honda,Model B,2017,4.3,3230.0,Diesel,Automatic,35049.56614175143,huggingface
Ford,Model E,2013,4.5,105825.0,Diesel,Manual,28706.13313767551,huggingface
Ford,Model A,2010,2.5,104153.0,Diesel,Manual,23287.053258248096,huggingface
Bmw,Model C,2001,1.5,108998.0,Electric,Automatic,13515.10735054719,huggingface
Ford,Model B,2020,1.7,38824.0,Electric,Automatic,33917.395340118266,huggingface
Toyota,Model C,2000,2.1,119410.0,Diesel,Manual,17004.12660697932,huggingface
Audi,Model C,2010,2.8,50416.0,Diesel,Manual,27108.28979134301,huggingface
Audi,Model E,2001,1.4,100563.0,Petrol,Manual,17429.382677576366,huggingface
Honda,Model D,2015,2.1,191061.0,Petrol,Automatic,23071.41588675733,huggingface
Ford,Model E,2021,2.1,71812.0,Petrol,Automatic,31476.678384150804,huggingface
Toyota,Model B,2002,1.0,196363.0,Diesel,Automatic,12032.151833622453,huggingface
Honda,Model B,2019,2.2,58876.0,Petrol,Automatic,28210.9370480114,huggingface
Bmw,Model E,2000,1.4,55572.0,Diesel,Manual,21494.796306099044,huggingface
Honda,Model D,2020,2.5,87304.0,Electric,Automatic,29746.87055085419,huggingface
Honda,Model E,2019,1.7,88668.0,Diesel,Manual,28656.447260393303,huggingface
Ford,Model B,2007,3.9,114266.0,Electric,Automatic,22417.52405198046,huggingface
Bmw,Model D,2018,1.3,193168.0,Electric,Manual,22239.77688397625,huggingface
Honda,Model B,2000,4.0,75111.0,Diesel,Automatic,20394.17122505183,huggingface
Toyota,Model D,2004,3.0,73367.0,Petrol,Manual,22537.00107450186,huggingface
Toyota,Model D,2000,2.6,180890.0,Diesel,Automatic,15421.30885243463,huggingface
Audi,Model E,2010,2.9,194695.0,Petrol,Manual,23539.861813470496,huggingface
Bmw,Model E,2020,2.3,68348.0,Electric,Automatic,31499.326661327606,huggingface
Bmw,Model E,2008,1.4,166315.0,Electric,Manual,20359.06942305732,huggingface
Audi,Model D,2004,3.7,23357.0,Electric,Automatic,28152.173076523464,huggingface
Honda,Model D,2001,4.2,199708.0,Electric,Automatic,15694.685900125083,huggingface
Bmw,Model B,2012,4.3,113234.0,Diesel,Manual,25729.76016808224,huggingface
Toyota,Model C,2017,3.3,85321.0,Electric,Manual,31356.724858869096,huggingface
Toyota,Model E,2011,2.4,37783.0,Petrol,Automatic,25407.346731433943,huggingface
Ford,Model B,2013,2.7,125985.0,Petrol,Automatic,21512.97944103533,huggingface
Bmw,Model B,2004,3.3,51703.0,Electric,Automatic,23062.87097882459,huggingface
Honda,Model A,2009,3.9,116839.0,Diesel,Automatic,25994.419696358545,huggingface
Audi,Model E,2019,2.3,88557.0,Electric,Automatic,27084.62528775499,huggingface
Audi,Model B,2001,4.2,195954.0,Electric,Automatic,20612.61470915228,huggingface
Honda,Model A,2003,2.1,65923.0,Petrol,Automatic,22257.88136896872,huggingface
Ford,Model E,2011,2.9,153320.0,Diesel,Manual,23012.34281023257,huggingface
Audi,Model D,2010,4.4,64748.0,Diesel,Manual,30338.22986008704,huggingface
Bmw,Model A,2003,4.3,162526.0,Petrol,Manual,22181.227808040047,huggingface
Ford,Model D,2010,3.4,78728.0,Petrol,Manual,28100.137530928405,huggingface
Bmw,Model C,2008,2.1,117849.0,Petrol,Automatic,19673.536313930734,huggingface
Toyota,Model C,2009,1.8,2380.0,Diesel,Automatic,29502.30709352095,huggingface
Ford,Model C,2005,1.3,123256.0,Petrol,Automatic,19193.37605566457,huggingface
Audi,Model C,2014,3.5,168175.0,Petrol,Automatic,23801.336557582646,huggingface
Ford,Model B,2009,2.8,94389.0,Petrol,Automatic,25925.86892347096,huggingface
Ford,Model C,2021,3.0,743.0,Electric,Automatic,32797.8991228446,huggingface
Ford,Model B,2020,2.7,40124.0,Diesel,Manual,34104.02040718116,huggingface
Ford,Model B,2005,2.7,144200.0,Diesel,Automatic,20266.057041853128,huggingface
Bmw,Model E,2000,3.0,118174.0,Electric,Automatic,14802.096901272122,huggingface
Toyota,Model B,2020,4.2,181292.0,Diesel,Automatic,32331.15838576912,huggingface
Honda,Model B,2021,1.1,189424.0,Petrol,Automatic,19614.613329951597,huggingface
Ford,Model C,2019,3.8,45653.0,Electric,Automatic,34965.38559849281,huggingface
Audi,Model B,2020,2.4,46072.0,Petrol,Automatic,34325.073680396294,huggingface
Ford,Model D,2003,3.6,122214.0,Petrol,Automatic,16360.816222543654,huggingface
Audi,Model C,2021,4.3,41302.0,Petrol,Manual,36500.14018330311,huggingface
Bmw,Model A,2013,2.1,77011.0,Petrol,Manual,27621.913208154383,huggingface
Audi,Model C,2019,1.3,106452.0,Diesel,Manual,28009.60163826372,huggingface
Honda,Model B,2021,1.8,31898.0,Electric,Manual,33938.73850482169,huggingface
Toyota,Model D,2019,1.8,103620.0,Electric,Automatic,28770.85842814286,huggingface
Audi,Model C,2007,3.6,17889.0,Petrol,Manual,28133.590854077087,huggingface
Audi,Model D,2010,1.2,142024.0,Electric,Manual,20217.418637475144,huggingface
Toyota,Model A,2014,1.2,45985.0,Electric,Automatic,30123.61844910424,huggingface
Honda,Model A,2018,3.4,183049.0,Petrol,Manual,28174.75189747281,huggingface
Ford,Model E,2007,2.9,74106.0,Petrol,Automatic,23260.96302146738,huggingface
Audi,Model E,2012,2.5,60139.0,Diesel,Manual,29123.77328832074,huggingface
Toyota,Model C,2017,3.0,8897.0,Diesel,Manual,35767.73100316318,huggingface
Bmw,Model E,2021,3.6,18798.0,Petrol,Manual,34000.677593294815,huggingface
Toyota,Model D,2016,1.4,5656.0,Diesel,Automatic,29475.101080523986,huggingface
Bmw,Model E,2005,2.9,156418.0,Diesel,Automatic,18907.192540861848,huggingface
Honda,Model D,2014,3.9,12193.0,Electric,Manual,35039.33157510022,huggingface
Ford,Model E,2012,2.3,136219.0,Petrol,Manual,21969.607938313373,huggingface
Toyota,Model E,2017,3.7,126474.0,Electric,Automatic,27317.94577151508,huggingface
Audi,Model E,2010,4.0,102748.0,Electric,Automatic,29045.71776633968,huggingface
Honda,Model B,2012,3.9,144501.0,Petrol,Manual,23164.624593917917,huggingface
Toyota,Model B,2000,3.3,173263.0,Electric,Manual,17307.908177761186,huggingface
Audi,Model E,2017,3.5,83366.0,Diesel,Manual,28873.68027441623,huggingface
Toyota,Model D,2004,3.8,159836.0,Diesel,Manual,22789.93877894867,huggingface
Bmw,Model C,2005,3.6,63628.0,Diesel,Automatic,24295.68926927801,huggingface
Toyota,Model A,2000,2.6,133474.0,Diesel,Manual,17599.719613518206,huggingface
Toyota,Model B,2006,1.6,5642.0,Diesel,Automatic,20135.729559930107,huggingface
Toyota,Model E,2003,2.1,83746.0,Electric,Automatic,20516.311430918227,huggingface
Honda,Model A,2008,1.7,7918.0,Petrol,Automatic,25650.79822057184,huggingface
Toyota,Model B,2014,2.3,118535.0,Electric,Automatic,24816.400833980624,huggingface
Audi,Model C,2005,2.7,114438.0,Electric,Automatic,23781.98790467341,huggingface
Bmw,Model D,2016,4.4,148548.0,Diesel,Automatic,29568.91085771612,huggingface
Bmw,Model E,2019,4.4,21061.0,Diesel,Automatic,37038.236134878985,huggingface
Toyota,Model C,2017,3.7,116408.0,Electric,Automatic,27602.16808504755,huggingface
Honda,Model B,2021,4.4,181106.0,Electric,Automatic,33518.79819961909,huggingface
Honda,Model E,2003,4.5,183714.0,Petrol,Manual,16637.663024064528,huggingface
Audi,Model A,2008,4.1,161501.0,Petrol,Automatic,20732.15637340609,huggingface
Toyota,Model D,2013,1.3,169637.0,Petrol,Manual,18089.100506369057,huggingface
Bmw,Model B,2002,2.5,20215.0,Petrol,Automatic,24369.518956728745,huggingface
Honda,Model D,2000,2.9,120148.0,Petrol,Automatic,18879.577787370672,huggingface
Toyota,Model E,2010,1.4,113613.0,Diesel,Manual,19610.4523937412,huggingface
Honda,Model C,2000,3.8,172336.0,Petrol,Automatic,18335.526878755674,huggingface
Honda,Model D,2011,1.5,56098.0,Electric,Automatic,27011.474309235466,huggingface
Bmw,Model A,2008,2.3,68764.0,Diesel,Manual,24273.095886103067,huggingface
Ford,Model B,2004,1.2,93271.0,Electric,Manual,16218.079703300427,huggingface
Audi,Model A,2014,2.8,140515.0,Diesel,Automatic,24366.41070719657,huggingface
Audi,Model D,2017,3.1,123816.0,Diesel,Automatic,25873.827841377144,huggingface
Bmw,Model C,2008,3.6,39276.0,Petrol,Manual,25440.34690835472,huggingface
Honda,Model C,2012,2.2,31711.0,Electric,Automatic,27891.845636423743,huggingface
Toyota,Model A,2012,3.1,175749.0,Petrol,Automatic,20603.31149920008,huggingface
Honda,Model E,2012,3.6,190547.0,Electric,Automatic,22011.040014089314,huggingface
Bmw,Model E,2009,3.7,167129.0,Electric,Manual,23388.099777984706,huggingface
Audi,Model C,2009,2.1,39764.0,Petrol,Automatic,26353.269842062506,huggingface
Honda,Model A,2021,1.2,4844.0,Petrol,Manual,34067.77115848601,huggingface
Audi,Model A,2006,1.1,107181.0,Diesel,Automatic,15399.562756307429,huggingface
Toyota,Model A,2021,3.7,102539.0,Diesel,Automatic,31364.151391938907,huggingface
Audi,Model D,2004,2.3,24630.0,Diesel,Automatic,26392.334885512435,huggingface
Audi,Model E,2019,1.5,85132.0,Electric,Manual,23884.425342014663,huggingface
Ford,Model E,2006,1.6,151625.0,Petrol,Manual,17277.398242755928,huggingface
Ford,Model D,2019,3.7,101510.0,Diesel,Manual,31225.895671489943,huggingface
Ford,Model B,2009,3.1,174987.0,Petrol,Automatic,18757.353758206904,huggingface
Audi,Model D,2009,2.8,146236.0,Diesel,Automatic,20436.184966723034,huggingface
Bmw,Model A,2020,3.2,190360.0,Diesel,Manual,23503.45163267628,huggingface
Audi,Model D,2012,1.5,17025.0,Petrol,Manual,27706.686837842364,huggingface
Bmw,Model A,2014,2.1,4839.0,Diesel,Manual,24958.76809538972,huggingface
Bmw,Model C,2005,2.3,38937.0,Petrol,Automatic,22622.408297803653,huggingface
Ford,Model A,2019,2.1,113074.0,Diesel,Automatic,25606.750871362136,huggingface
Honda,Model E,2011,4.0,46660.0,Petrol,Manual,31982.220401147108,huggingface
Toyota,Model D,2018,3.0,196669.0,Diesel,Automatic,21042.70593263028,huggingface
Ford,Model A,2010,3.6,115911.0,Diesel,Automatic,27997.488267743694,huggingface
Ford,Model B,2005,1.8,33260.0,Electric,Manual,24931.358214470867,huggingface
Honda,Model C,2000,1.9,96200.0,Petrol,Automatic,20080.152113517728,huggingface
Toyota,Model B,2001,1.8,23206.0,Diesel,Manual,21085.982636841803,huggingface
Audi,Model B,2014,3.4,55763.0,Electric,Manual,29172.059732152116,huggingface
Audi,Model B,2003,2.2,83059.0,Petrol,Manual,19173.192778831788,huggingface
Ford,Model C,2004,2.4,152946.0,Diesel,Manual,19314.137851932628,huggingface
Toyota,Model C,2014,3.5,6794.0,Diesel,Manual,31957.02186121683,huggingface
Ford,Model C,2010,4.4,148711.0,Diesel,Automatic,23749.29044436603,huggingface
Bmw,Model C,2009,1.6,166335.0,Petrol,Manual,17674.99527237311,huggingface
Ford,Model B,2016,1.2,117973.0,Electric,Manual,24243.61861632493,huggingface
Ford,Model E,2001,1.7,182479.0,Diesel,Automatic,11249.152119685852,huggingface
Audi,Model E,2019,3.6,41961.0,Electric,Automatic,31699.47688447765,huggingface
Audi,Model C,2009,1.7,197733.0,Petrol,Manual,19713.177765205,huggingface
Audi,Model D,2019,3.0,85801.0,Petrol,Manual,28396.314775197054,huggingface
Bmw,Model A,2002,3.1,184329.0,Diesel,Manual,19878.53837779057,huggingface
Audi,Model D,2018,2.0,11736.0,Diesel,Manual,30358.88324497521,huggingface
Toyota,Model D,2004,1.2,164986.0,Diesel,Automatic,12439.427976539497,huggingface
Honda,Model D,2002,2.4,181010.0,Electric,Manual,18490.09653872848,huggingface
Toyota,Model E,2007,1.7,59395.0,Electric,Manual,26420.81645687264,huggingface
Toyota,Model A,2004,1.6,80338.0,Diesel,Manual,19021.54953996215,huggingface
Audi,Model D,2011,2.8,114946.0,Petrol,Manual,26538.148664061515,huggingface
Honda,Model C,2013,3.4,195280.0,Petrol,Automatic,22742.212026961504,huggingface
Honda,Model E,2006,1.3,79757.0,Diesel,Automatic,20927.606027592166,huggingface
Honda,Model C,2010,3.0,69385.0,Electric,Manual,27158.429017046077,huggingface
Bmw,Model C,2007,1.9,65285.0,Petrol,Manual,23076.1486806767,huggingface
Audi,Model D,2004,3.4,153886.0,Electric,Manual,20310.423222584774,huggingface
Honda,Model C,2007,3.8,120862.0,Diesel,Automatic,24069.04713576138,huggingface
Bmw,Model A,2011,3.8,177839.0,Electric,Manual,22056.015127194554,huggingface
Ford,Model C,2014,2.3,135688.0,Electric,Automatic,22399.997043819712,huggingface
Ford,Model D,2018,3.0,90100.0,Electric,Automatic,27196.56370104418,huggingface
Bmw,Model C,2015,3.8,197323.0,Petrol,Manual,20463.252862939305,huggingface
Bmw,Model E,2013,1.2,65659.0,Electric,Automatic,24434.36163748404,huggingface
Audi,Model E,2006,3.1,67713.0,Electric,Automatic,23128.60198575366,huggingface
Audi,Model E,2007,3.9,187113.0,Electric,Manual,17669.008655849266,huggingface
Ford,Model B,2006,2.3,195075.0,Diesel,Manual,15201.819701279872,huggingface
Honda,Model E,2017,2.6,148959.0,Electric,Automatic,24189.54753464113,huggingface
Ford,Model E,2005,3.4,46811.0,Electric,Automatic,24860.343573125727,huggingface
Honda,Model B,2018,1.2,146181.0,Petrol,Automatic,25876.367504165508,huggingface
